gpi,time,sm
2360459,2010-06-01 09:38:56.249005,21.49
2360459,2010-06-03 20:22:28.124988,66.85
2360459,2010-06-04 08:36:45.000002,34.98
2360459,2010-06-05 09:56:01.874020,38.129997
2360459,2010-06-06 09:35:24.374999,40.35
2360459,2010-06-07 20:39:43.125007,51.01
2360459,2010-06-08 20:18:54.374990,33.739998
2360459,2010-06-10 09:52:31.874998,46.68
2360463,2010-06-01 09:38:54.374986,27.3
2360463,2010-06-03 20:22:26.250003,74.79
2360463,2010-06-04 08:36:45.000002,47.89
2360463,2010-06-05 09:56:00.000000,38.75
2360463,2010-06-06 09:35:24.374999,48.18
2360463,2010-06-07 20:39:43.125007,51.579998
2360463,2010-06-08 20:18:54.374990,32.73
2360463,2010-06-10 09:52:30.000013,55.42
2360467,2010-06-01 09:38:54.374986,34.92
2360467,2010-06-01 19:23:48.749991,5.64
2360467,2010-06-03 20:22:26.250003,80.88
2360467,2010-06-04 08:36:45.000002,55.699997
2360467,2010-06-05 09:56:00.000000,41.829998
2360467,2010-06-06 09:35:24.374999,46.7
2360467,2010-06-07 20:39:43.125007,45.77
2360467,2010-06-08 20:18:54.374990,29.99
2360467,2010-06-10 09:52:30.000013,59.21
2360471,2010-06-01 09:38:54.374986,35.11
2360471,2010-06-01 19:23:48.749991,0.0
2360471,2010-06-03 20:22:26.250003,83.939995
2360471,2010-06-04 08:36:45.000002,55.35
2360471,2010-06-05 09:56:00.000000,38.079998
2360471,2010-06-06 09:35:22.500014,45.239998
2360471,2010-06-07 20:39:43.125007,36.26
2360471,2010-06-08 20:18:54.374990,29.92
2360471,2010-06-10 09:52:28.124988,57.34
2364861,2010-06-01 09:38:58.123990,33.2
2364861,2010-06-01 19:23:56.249005,13.219999
2364861,2010-06-02 20:43:20.625014,20.689999
2364861,2010-06-03 20:22:31.874998,35.23
2364861,2010-06-04 08:36:45.000002,26.599998
2364861,2010-06-05 09:56:03.750010,37.27
2364861,2010-06-06 09:35:26.249983,44.16
2364861,2010-06-07 20:39:46.875016,32.079998
2364861,2010-06-08 20:18:58.125000,20.51
2364861,2010-06-10 09:52:31.874998,31.75
2364865,2010-06-01 09:38:56.249005,32.239998
2364865,2010-06-01 19:23:56.249005,8.139999
2364865,2010-06-02 20:43:20.625014,21.93
2364865,2010-06-03 20:22:30.000013,40.98
2364865,2010-06-04 08:36:45.000002,28.05
2364865,2010-06-05 09:56:01.874020,39.61
2364865,2010-06-06 09:35:26.249983,38.0
2364865,2010-06-07 20:39:46.875016,41.43
2364865,2010-06-08 20:18:58.125000,25.039999
2364865,2010-06-10 09:52:31.874998,35.32
2364869,2010-06-01 09:38:56.249005,26.49
2364869,2010-06-01 19:23:54.374986,8.17
2364869,2010-06-02 20:43:20.625014,22.199999
2364869,2010-06-03 20:22:30.000013,50.16
2364869,2010-06-04 08:36:43.125017,33.71
2364869,2010-06-05 09:56:01.874020,40.86
2364869,2010-06-06 09:35:24.374999,35.78
2364869,2010-06-07 20:39:46.875016,53.37
2364869,2010-06-08 20:18:58.125000,28.869999
2364869,2010-06-10 09:52:31.874998,34.64
2364873,2010-06-01 09:38:56.249005,22.56
2364873,2010-06-01 19:23:54.374986,18.06
2364873,2010-06-02 20:43:18.748983,27.67
2364873,2010-06-03 20:22:30.000013,58.77
2364873,2010-06-04 08:36:43.125017,34.69
2364873,2010-06-05 09:56:01.874020,43.149998
2364873,2010-06-06 09:35:24.374999,35.76
2364873,2010-06-07 20:39:46.875016,62.109997
2364873,2010-06-08 20:18:58.125000,34.37
2364873,2010-06-10 09:52:30.000013,34.95
2364877,2010-06-01 09:38:54.374986,15.61
2364877,2010-06-02 20:43:18.748983,37.309998
2364877,2010-06-03 20:22:30.000013,61.17
2364877,2010-06-04 08:36:43.125017,29.109999
2364877,2010-06-05 09:56:00.000000,35.21
2364877,2010-06-06 09:35:24.374999,30.63
2364877,2010-06-07 20:39:46.875016,61.899998
2364877,2010-06-08 20:18:56.250016,36.559998
2364877,2010-06-10 09:52:30.000013,32.88
2364881,2010-06-01 09:38:54.374986,13.11
2364881,2010-06-03 20:22:30.000013,64.09
2364881,2010-06-04 08:36:43.125017,34.239998
2364881,2010-06-05 09:56:00.000000,31.5
2364881,2010-06-06 09:35:22.500014,29.83
2364881,2010-06-07 20:39:44.999991,60.57
2364881,2010-06-08 20:18:56.250016,28.84
2364881,2010-06-10 09:52:30.000013,36.67
2364885,2010-06-01 09:38:52.500001,19.56
2364885,2010-06-01 19:23:52.500001,0.0
2364885,2010-06-03 20:22:28.124988,71.56
2364885,2010-06-04 08:36:43.125017,46.85
2364885,2010-06-05 09:56:00.000000,32.989998
2364885,2010-06-06 09:35:22.500014,32.079998
2364885,2010-06-07 20:39:44.999991,58.44
2364885,2010-06-08 20:18:56.250016,24.699999
2364885,2010-06-10 09:52:28.124988,40.59
2364889,2010-06-01 09:38:52.500001,25.48
2364889,2010-06-01 19:23:50.625016,0.0
2364889,2010-06-03 20:22:28.124988,77.14
2364889,2010-06-04 08:36:43.125017,53.28
2364889,2010-06-05 09:55:58.125016,33.05
2364889,2010-06-06 09:35:22.500014,31.349998
2364889,2010-06-07 20:39:44.999991,52.07
2364889,2010-06-08 20:18:56.250016,21.91
2364889,2010-06-10 09:52:28.124988,41.6
2364893,2010-06-01 09:38:52.500001,25.73
2364893,2010-06-01 19:23:50.625016,0.0
2364893,2010-06-03 20:22:28.124988,76.689995
2364893,2010-06-04 08:36:41.248986,51.32
2364893,2010-06-05 09:55:58.125016,25.99
2364893,2010-06-06 09:35:20.623983,28.47
2364893,2010-06-07 20:39:44.999991,40.28
2364893,2010-06-08 20:18:56.250016,22.26
2364893,2010-06-10 09:52:26.250003,42.92
2364897,2010-06-01 09:38:50.625016,23.369999
2364897,2010-06-01 19:23:50.625016,0.0
2364897,2010-06-03 20:22:28.124988,74.939995
2364897,2010-06-04 08:36:41.248986,48.35
2364897,2010-06-06 09:35:20.623983,32.44
2364897,2010-06-07 20:39:44.999991,31.769999
2364897,2010-06-08 20:18:54.374990,25.689999
2364897,2010-06-10 09:52:26.250003,45.51
2369259,2010-06-01 09:38:58.123990,25.91
2369259,2010-06-01 19:23:59.999981,0.0
2369259,2010-06-02 20:43:22.499998,0.0
2369259,2010-06-03 20:22:33.749982,16.52
2369259,2010-06-04 08:36:43.125017,30.06
2369259,2010-06-05 09:56:03.750010,28.41
2369259,2010-06-05 19:41:07.499980,0.0
2369259,2010-06-06 09:35:26.249983,31.869999
2369259,2010-06-07 20:39:50.624986,50.629997
2369259,2010-06-08 08:53:59.999981,23.59
2369259,2010-06-10 09:52:33.749982,27.619999
2369263,2010-06-01 09:38:58.123990,28.4
2369263,2010-06-01 19:23:59.999981,9.349999
2369263,2010-06-02 20:43:22.499998,16.529999
2369263,2010-06-03 20:22:33.749982,15.5199995
2369263,2010-06-04 08:36:43.125017,35.75
2369263,2010-06-05 09:56:03.750010,25.09
2369263,2010-06-05 19:41:07.499980,0.0
2369263,2010-06-06 09:35:26.249983,35.5
2369263,2010-06-07 20:39:50.624986,45.92
2369263,2010-06-08 08:53:59.999981,18.27
2369263,2010-06-10 09:52:33.749982,24.43
2369267,2010-06-01 09:38:56.249005,32.219997
2369267,2010-06-01 19:23:59.999981,15.759999
2369267,2010-06-02 20:43:22.499998,22.49
2369267,2010-06-03 20:22:33.749982,24.47
2369267,2010-06-04 08:36:43.125017,35.11
2369267,2010-06-05 09:56:03.750010,31.34
2369267,2010-06-06 09:35:26.249983,43.95
2369267,2010-06-07 20:39:48.750001,39.11
2369267,2010-06-08 08:53:58.123990,20.47
2369267,2010-06-10 09:52:31.874998,31.099998
2369271,2010-06-01 09:38:56.249005,36.93
2369271,2010-06-01 19:23:58.123990,15.009999
2369271,2010-06-02 20:43:22.499998,21.869999
2369271,2010-06-03 20:22:33.749982,29.099998
2369271,2010-06-04 08:36:43.125017,31.06
2369271,2010-06-05 09:56:01.874020,34.71
